order_id,date,region,category,product,quantity,unit_price,discount_pct,revenue,customer_segment,payment_method,shipping_days,shipping_cost,customer_rating
ORD-101404,2024-06-09,Asia Pacific,Books,Cookbook,2,21.2,0,42.4,Consumer,Credit Card,6,37.43,4.0
ORD-101560,2024-06-10,Europe,Sports & Outdoors,Running Shoes,7,799.76,10,5038.49,SMB,Apple Pay,4,16.56,5.0
ORD-100123,2024-06-11,North America,Sports & Outdoors,Running Shoes,10,212.41,10,1911.69,Consumer,Apple Pay,2,35.36,4.6
ORD-100671,2024-06-11,Asia Pacific,Home & Kitchen,Microwave,10,76.22,0,762.2,Consumer,PayPal,1,41.02,3.9
ORD-101514,2024-06-12,Asia Pacific,Books,Children's Book,7,15.3,0,107.1,Consumer,Bank Transfer,1,40.36,5.0
ORD-101597,2024-06-12,North America,Clothing,T-Shirt,10,145.83,0,1458.3,Enterprise,PayPal,7,36.31,2.7
ORD-100981,2024-06-12,Latin America,Books,Biography,9,26.22,0,235.98,Consumer,Google Pay,3,26.81,3.7
ORD-101422,2024-06-13,North America,Clothing,Sneakers,8,37.56,20,240.38,Consumer,Apple Pay,10,20.43,3.4
ORD-101133,2024-06-13,Asia Pacific,Electronics,Camera,3,1641.72,0,4925.16,SMB,Bank Transfer,11,7.16,4.4
ORD-101168,2024-06-13,Europe,Clothing,Hoodie,1,149.24,0,149.24,SMB,Google Pay,3,11.04,3.7
ORD-101923,2024-06-14,Latin America,Electronics,Headphones,10,1082.55,15,9201.67,Consumer,Google Pay,13,17.44,5.0
ORD-100330,2024-06-14,Europe,Sports & Outdoors,Dumbbells,8,51.16,5,388.82,Consumer,Credit Card,4,46.55,4.7
ORD-101671,2024-06-14,Europe,Clothing,Jacket,7,142.57,10,898.19,Consumer,PayPal,1,41.88,4.4
ORD-100683,2024-06-14,Asia Pacific,Home & Kitchen,Air Fryer,3,357.09,15,910.58,Consumer,Bank Transfer,5,35.9,4.7
ORD-100225,2024-06-15,Europe,Electronics,Smartwatch,10,1278.97,20,10231.76,Consumer,Google Pay,7,15.1,5.0
ORD-101833,2024-06-15,North America,Sports & Outdoors,Dumbbells,2,714.8,0,1429.6,SMB,PayPal,1,25.26,4.5
ORD-100426,2024-06-15,Europe,Electronics,Smartwatch,10,1277.95,15,10862.58,Consumer,Bank Transfer,1,41.2,4.9
ORD-101733,2024-06-16,North America,Books,Fiction,8,21.32,0,170.56,Consumer,Google Pay,10,18.47,3.9
ORD-101512,2024-06-16,Asia Pacific,Electronics,Headphones,7,764.35,5,5082.93,Consumer,Credit Card,8,43.21,5.0
ORD-101516,2024-06-16,Latin America,Home & Kitchen,Microwave,3,465.76,10,1257.55,Consumer,Credit Card,12,33.53,5.0
ORD-101639,2024-06-17,Europe,Home & Kitchen,Air Fryer,7,425.09,20,2380.5,SMB,Credit Card,3,41.9,4.0
ORD-101396,2024-06-17,Europe,Books,Fiction,1,21.14,0,21.14,SMB,Credit Card,9,20.42,3.7
ORD-101510,2024-06-17,Europe,Clothing,Hoodie,9,47.55,0,427.95,SMB,Credit Card,10,11.86,4.2
ORD-100388,2024-06-18,Latin America,Electronics,Tablet,7,328.82,0,2301.74,Consumer,Google Pay,6,7.88,4.7
ORD-101605,2024-06-19,North America,Home & Kitchen,Air Fryer,8,497.89,5,3783.96,Consumer,Google Pay,1,11.7,3.4
ORD-101916,2024-06-19,Latin America,Electronics,Laptop,1,665.67,15,565.82,SMB,Apple Pay,13,10.03,4.9
ORD-101361,2024-06-20,Europe,Home & Kitchen,Blender,8,453.49,10,3265.13,Consumer,Google Pay,5,37.12,3.8
ORD-101581,2024-06-20,Asia Pacific,Clothing,T-Shirt,8,48.15,10,346.68,Consumer,Google Pay,2,31.68,4.7
ORD-100665,2024-06-21,Asia Pacific,Sports & Outdoors,Dumbbells,4,715.67,10,2576.41,SMB,Bank Transfer,12,29.71,4.5
ORD-100148,2024-06-21,Asia Pacific,Clothing,T-Shirt,3,143.07,0,429.21,Consumer,Bank Transfer,5,27.22,3.3
ORD-100737,2024-06-21,North America,Electronics,Smartwatch,4,306.8,15,1043.12,Consumer,Bank Transfer,2,30.23,3.4
ORD-100990,2024-06-21,Asia Pacific,Electronics,Tablet,9,1361.51,15,10415.55,Consumer,Apple Pay,6,12.75,4.0
ORD-101490,2024-06-21,Europe,Home & Kitchen,Microwave,7,468.88,0,3282.16,SMB,PayPal,5,39.77,4.5
ORD-100207,2024-06-22,North America,Electronics,Laptop,1,328.35,20,262.68,Consumer,Bank Transfer,11,39.85,4.1
ORD-100524,2024-06-22,Asia Pacific,Sports & Outdoors,Bike,2,138.02,10,248.44,Enterprise,Credit Card,2,17.54,4.8
ORD-101943,2024-06-22,Europe,Books,Non-Fiction,2,8.39,15,14.26,Consumer,Google Pay,7,35.53,3.6
ORD-100322,2024-06-23,North America,Books,Children's Book,4,29.13,0,116.52,Consumer,PayPal,13,37.58,3.9
ORD-100145,2024-06-24,North America,Clothing,Jeans,6,72.07,0,432.42,SMB,Credit Card,5,7.49,3.6
ORD-101695,2024-06-24,North America,Electronics,Laptop,2,505.54,10,909.97,SMB,Apple Pay,9,37.87,3.3
ORD-101239,2024-06-24,Europe,Electronics,Laptop,7,1584.57,20,8873.59,Consumer,Google Pay,11,20.13,3.9
ORD-100336,2024-06-25,Europe,Home & Kitchen,Air Fryer,1,224.98,15,191.23,Consumer,Credit Card,3,32.97,3.8
ORD-101177,2024-06-25,Asia Pacific,Electronics,Camera,9,491.48,20,3538.66,Consumer,PayPal,10,9.97,3.6
ORD-101088,2024-06-26,North America,Clothing,Sneakers,9,137.51,0,1237.59,SMB,Google Pay,2,32.04,4.4
ORD-100427,2024-06-26,Asia Pacific,Clothing,Dress,8,52.34,0,418.72,Consumer,Bank Transfer,1,20.75,4.1
ORD-101304,2024-06-26,Europe,Electronics,Laptop,9,1010.22,15,7728.18,Consumer,Bank Transfer,9,24.13,4.1
ORD-100327,2024-06-26,Europe,Home & Kitchen,Vacuum Cleaner,7,283.41,20,1587.1,SMB,Apple Pay,1,49.48,3.7
ORD-101252,2024-06-26,North America,Books,Cookbook,3,24.82,5,70.74,Consumer,PayPal,11,40.8,4.7
ORD-100541,2024-06-27,Asia Pacific,Electronics,Camera,4,1755.45,0,7021.8,Consumer,Google Pay,5,11.12,3.8
ORD-101101,2024-06-27,Europe,Electronics,Smartphone,2,804.0,0,1608.0,Consumer,Google Pay,7,26.52,4.6
ORD-100975,2024-06-28,Asia Pacific,Books,Biography,6,11.22,10,60.59,Consumer,Credit Card,13,19.23,4.1
ORD-101646,2024-06-28,Europe,Books,Children's Book,4,23.06,20,73.79,SMB,PayPal,1,22.6,3.4
ORD-101139,2024-06-29,North America,Books,Fiction,1,34.4,0,34.4,Consumer,Bank Transfer,10,40.54,3.7
ORD-100709,2024-06-29,Middle East,Clothing,Jacket,8,15.76,15,107.17,Consumer,Bank Transfer,6,9.32,4.4
ORD-101854,2024-06-29,Middle East,Sports & Outdoors,Bike,8,461.09,0,3688.72,SMB,Bank Transfer,9,5.98,3.4
ORD-100423,2024-06-29,North America,Books,Fiction,3,11.87,0,35.61,Consumer,PayPal,9,32.68,3.2
ORD-100575,2024-06-30,North America,Books,Children's Book,8,29.39,5,223.36,Consumer,Google Pay,12,30.75,3.2
ORD-101292,2024-06-30,Europe,Sports & Outdoors,Bike,8,113.53,5,862.83,Consumer,Google Pay,8,43.38,4.1
ORD-101758,2024-06-30,Latin America,Sports & Outdoors,Tent,7,39.95,5,265.67,SMB,Apple Pay,10,43.76,4.7
ORD-100445,2024-06-30,Asia Pacific,Electronics,Laptop,1,476.34,5,452.52,SMB,Bank Transfer,11,17.31,4.5
ORD-100849,2024-07-01,Europe,Books,Non-Fiction,7,24.36,15,144.94,SMB,Google Pay,7,30.61,3.9
ORD-100585,2024-07-02,Europe,Books,Fiction,2,16.29,0,32.58,Consumer,PayPal,12,5.31,5.0
ORD-100906,2024-07-02,Latin America,Sports & Outdoors,Bike,8,361.48,0,2891.84,Consumer,Credit Card,11,22.69,4.3
ORD-101394,2024-07-02,Europe,Books,Cookbook,8,8.09,10,58.25,SMB,Bank Transfer,3,32.91,3.8
ORD-100323,2024-07-03,Asia Pacific,Clothing,Hoodie,7,25.91,20,145.1,SMB,Bank Transfer,10,28.63,4.7
ORD-100807,2024-07-04,North America,Sports & Outdoors,Yoga Mat,8,276.03,10,1987.42,Consumer,Google Pay,9,41.08,4.3
ORD-100314,2024-07-04,North America,Clothing,T-Shirt,6,125.41,10,677.21,SMB,Apple Pay,4,31.22,5.0
ORD-100456,2024-07-05,North America,Electronics,Headphones,10,1728.9,15,14695.65,Consumer,Google Pay,7,28.54,3.9
ORD-101313,2024-07-05,Europe,Clothing,Dress,6,131.72,0,790.32,Enterprise,PayPal,7,23.37,4.1
ORD-101301,2024-07-06,Asia Pacific,Electronics,Headphones,8,1435.64,0,11485.12,Consumer,Google Pay,13,31.57,3.6
ORD-100666,2024-07-06,Asia Pacific,Clothing,Dress,10,37.26,20,298.08,Consumer,Bank Transfer,7,12.8,5.0
ORD-100854,2024-07-09,Asia Pacific,Books,Fiction,4,25.73,5,97.77,SMB,Apple Pay,10,10.97,4.7
ORD-101700,2024-07-10,North America,Clothing,Jacket,8,37.75,0,302.0,Consumer,Google Pay,1,44.77,4.2
ORD-101274,2024-07-11,Latin America,Clothing,Jeans,4,96.9,0,387.6,Consumer,Apple Pay,2,35.37,3.9
ORD-100539,2024-07-12,Middle East,Sports & Outdoors,Bike,4,178.12,0,712.48,Consumer,PayPal,3,22.88,3.4
ORD-100583,2024-07-12,Europe,Electronics,Tablet,7,772.85,0,5409.95,SMB,Google Pay,1,44.28,3.9
ORD-100042,2024-07-12,North America,Clothing,T-Shirt,10,31.16,15,264.86,SMB,Credit Card,12,35.21,4.8
ORD-101522,2024-07-12,Europe,Books,Fiction,8,21.2,10,152.64,Consumer,Apple Pay,10,7.79,3.9
ORD-101031,2024-07-13,Asia Pacific,Clothing,T-Shirt,2,144.37,0,288.74,Consumer,PayPal,9,19.78,4.2
ORD-100428,2024-07-13,North America,Home & Kitchen,Blender,3,433.81,15,1106.22,Consumer,PayPal,10,8.73,4.8
ORD-100213,2024-07-13,Europe,Clothing,Dress,10,117.66,5,1117.77,SMB,Apple Pay,13,28.79,3.3
ORD-100645,2024-07-13,North America,Clothing,Hoodie,10,48.82,20,390.56,Consumer,Bank Transfer,4,27.81,4.0
ORD-101956,2024-07-14,North America,Clothing,Sneakers,6,143.9,0,863.4,Consumer,Google Pay,4,41.75,4.1
ORD-101451,2024-07-14,North America,Home & Kitchen,Microwave,3,54.4,5,155.04,SMB,Apple Pay,13,46.62,4.2
ORD-100469,2024-07-14,North America,Books,Fiction,8,20.24,0,161.92,SMB,PayPal,5,15.84,4.8
ORD-101970,2024-07-15,Europe,Home & Kitchen,Air Fryer,7,292.8,0,2049.6,SMB,Bank Transfer,8,24.62,3.4
ORD-100862,2024-07-15,Europe,Electronics,Tablet,3,1166.29,0,3498.87,Consumer,PayPal,2,12.09,4.0
ORD-100697,2024-07-15,Europe,Books,Biography,3,30.57,10,82.54,Consumer,PayPal,11,16.89,3.6
ORD-101521,2024-07-16,Europe,Home & Kitchen,Microwave,2,171.26,0,342.52,Enterprise,Apple Pay,11,32.62,3.8
ORD-100398,2024-07-16,North America,Sports & Outdoors,Bike,1,597.55,20,478.04,Consumer,Google Pay,7,8.1,4.2
ORD-100233,2024-07-17,Middle East,Clothing,Hoodie,1,49.82,10,44.84,Consumer,Bank Transfer,2,20.29,3.7
ORD-101966,2024-07-17,Latin America,Clothing,Dress,3,85.98,20,206.35,SMB,Bank Transfer,2,6.71,4.4
ORD-101120,2024-07-17,Europe,Books,Non-Fiction,1,34.62,20,27.7,Consumer,Google Pay,1,35.35,3.3
ORD-101279,2024-07-17,North America,Electronics,Tablet,9,1430.38,20,10298.74,SMB,Bank Transfer,1,12.28,5.0
ORD-101839,2024-07-18,Europe,Home & Kitchen,Microwave,9,59.56,10,482.44,Consumer,Credit Card,3,5.7,3.6
ORD-101535,2024-07-18,Asia Pacific,Books,Children's Book,8,21.28,15,144.7,Enterprise,Google Pay,6,17.68,4.7
ORD-101148,2024-07-18,Europe,Books,Children's Book,8,29.99,0,239.92,SMB,Credit Card,2,33.73,2.4
ORD-101984,2024-07-18,Asia Pacific,Clothing,Dress,4,74.52,0,298.08,Consumer,Apple Pay,12,5.06,4.2
ORD-100127,2024-07-19,Asia Pacific,Sports & Outdoors,Running Shoes,10,677.79,20,5422.32,SMB,PayPal,10,25.54,5.0
ORD-101643,2024-07-19,Europe,Books,Cookbook,4,14.7,5,55.86,SMB,PayPal,9,6.76,3.5
ORD-101437,2024-07-20,Europe,Electronics,Smartwatch,6,1413.01,0,8478.06,SMB,PayPal,12,28.53,4.8
ORD-100735,2024-07-20,Europe,Clothing,T-Shirt,6,22.33,10,120.58,SMB,Credit Card,1,6.68,3.5
ORD-101788,2024-07-20,North America,Sports & Outdoors,Bike,8,505.84,0,4046.72,SMB,Apple Pay,1,48.15,4.5
ORD-101057,2024-07-21,North America,Clothing,T-Shirt,9,16.2,10,131.22,Consumer,Google Pay,10,25.19,4.0
ORD-100403,2024-07-22,North America,Electronics,Headphones,4,791.81,0,3167.24,Consumer,PayPal,4,6.82,3.4
ORD-101751,2024-07-23,Europe,Books,Cookbook,9,20.77,15,158.89,Consumer,Credit Card,2,26.15,4.7
ORD-100696,2024-07-24,North America,Electronics,Laptop,10,646.0,15,5491.0,Consumer,PayPal,1,22.72,4.4
ORD-100036,2024-07-24,North America,Home & Kitchen,Coffee Maker,2,254.6,0,509.2,Consumer,Bank Transfer,10,22.08,4.5
ORD-100933,2024-07-24,Asia Pacific,Electronics,Tablet,6,716.54,20,3439.39,SMB,PayPal,12,42.7,3.8
ORD-100743,2024-07-24,Asia Pacific,Electronics,Camera,6,1116.58,5,6364.51,Consumer,PayPal,6,11.79,2.9
ORD-101337,2024-07-25,North America,Books,Biography,6,12.54,0,75.24,Consumer,Apple Pay,10,44.2,3.7
ORD-100825,2024-07-25,North America,Sports & Outdoors,Running Shoes,7,20.75,0,145.25,Consumer,Bank Transfer,3,9.62,4.0
ORD-101871,2024-07-25,North America,Books,Non-Fiction,8,13.65,0,109.2,Consumer,Bank Transfer,10,13.0,3.5
ORD-101754,2024-07-26,Asia Pacific,Books,Fiction,4,8.36,5,31.77,Consumer,Bank Transfer,8,25.56,4.2
ORD-101901,2024-07-27,North America,Clothing,Jeans,7,48.37,5,321.66,SMB,Apple Pay,8,47.81,3.8
ORD-101600,2024-07-27,North America,Sports & Outdoors,Dumbbells,10,97.62,5,927.39,Consumer,Apple Pay,4,11.35,4.2
ORD-100869,2024-07-28,Middle East,Books,Cookbook,9,22.64,0,203.76,Consumer,Google Pay,8,39.42,4.6
ORD-100920,2024-07-28,Latin America,Home & Kitchen,Blender,8,378.44,0,3027.52,Consumer,PayPal,6,9.82,4.4
ORD-101200,2024-07-30,Asia Pacific,Books,Biography,7,27.1,15,161.24,SMB,Apple Pay,6,21.25,4.7
ORD-100406,2024-07-30,Asia Pacific,Clothing,Jacket,9,15.91,0,143.19,SMB,PayPal,6,18.97,3.1
ORD-100773,2024-07-30,North America,Electronics,Camera,3,1754.93,5,5001.55,SMB,Bank Transfer,6,49.98,3.4
ORD-100604,2024-07-31,Latin America,Home & Kitchen,Blender,9,451.07,15,3450.69,Consumer,Bank Transfer,2,26.33,4.8
ORD-100122,2024-07-31,Asia Pacific,Electronics,Smartwatch,1,1401.48,0,1401.48,Consumer,Apple Pay,11,40.02,3.3
ORD-100142,2024-07-31,North America,Books,Fiction,9,23.15,0,208.35,Consumer,PayPal,6,35.45,3.2
ORD-101898,2024-07-31,Asia Pacific,Electronics,Smartphone,10,1537.04,0,15370.4,Consumer,Apple Pay,8,38.28,3.5
ORD-100843,2024-07-31,Europe,Home & Kitchen,Vacuum Cleaner,3,197.71,0,593.13,Consumer,Apple Pay,5,34.65,3.6
ORD-100644,2024-08-01,Asia Pacific,Sports & Outdoors,Bike,9,131.68,10,1066.61,Consumer,Bank Transfer,12,19.55,4.4
ORD-101655,2024-08-01,Latin America,Clothing,Dress,6,27.48,0,164.88,Enterprise,Bank Transfer,12,39.6,4.6
ORD-100754,2024-08-01,Europe,Electronics,Camera,1,406.01,0,406.01,Consumer,PayPal,8,9.91,3.9
ORD-100475,2024-08-01,Latin America,Home & Kitchen,Blender,1,202.36,15,172.01,SMB,Credit Card,8,42.27,3.8
ORD-100441,2024-08-02,North America,Electronics,Camera,2,497.14,20,795.42,Consumer,PayPal,4,40.55,4.8
ORD-100912,2024-08-02,North America,Sports & Outdoors,Running Shoes,8,60.73,0,485.84,Enterprise,Credit Card,12,14.02,4.4
ORD-100076,2024-08-03,Asia Pacific,Books,Cookbook,1,18.84,10,16.96,Consumer,Google Pay,7,43.4,2.8
ORD-100958,2024-08-03,North America,Home & Kitchen,Vacuum Cleaner,4,289.91,0,1159.64,Consumer,PayPal,11,48.93,4.3
ORD-100626,2024-08-03,Asia Pacific,Books,Non-Fiction,3,12.34,0,37.02,SMB,PayPal,4,17.47,3.7
ORD-101578,2024-08-04,Latin America,Home & Kitchen,Coffee Maker,9,219.93,0,1979.37,Consumer,PayPal,6,23.61,4.0
ORD-101618,2024-08-04,North America,Sports & Outdoors,Tent,8,457.55,10,3294.36,SMB,PayPal,8,16.81,4.6
ORD-101047,2024-08-04,Europe,Sports & Outdoors,Dumbbells,10,696.67,15,5921.7,SMB,PayPal,1,24.81,3.9
ORD-100833,2024-08-04,North America,Home & Kitchen,Blender,9,140.42,0,1263.78,Consumer,Google Pay,8,17.17,3.2
ORD-101050,2024-08-04,Asia Pacific,Books,Children's Book,9,26.78,20,192.82,Consumer,Credit Card,3,27.55,4.7
ORD-101849,2024-08-05,North America,Clothing,T-Shirt,9,110.53,0,994.77,Enterprise,Apple Pay,6,22.39,3.9
ORD-100879,2024-08-05,Middle East,Clothing,T-Shirt,2,17.92,20,28.67,SMB,Credit Card,2,38.47,4.2
ORD-101141,2024-08-05,Middle East,Books,Children's Book,1,8.21,15,6.98,Consumer,Credit Card,5,41.21,3.8
ORD-101067,2024-08-06,Europe,Electronics,Headphones,10,964.1,10,8676.9,Consumer,Google Pay,3,32.0,5.0
ORD-101697,2024-08-07,Asia Pacific,Home & Kitchen,Blender,8,343.06,10,2470.03,Consumer,Credit Card,10,10.88,3.9
ORD-100777,2024-08-07,North America,Home & Kitchen,Blender,1,31.35,0,31.35,Enterprise,Google Pay,9,14.07,4.5
ORD-101821,2024-08-08,North America,Electronics,Headphones,7,613.68,15,3651.4,SMB,Apple Pay,6,33.55,4.3
ORD-101080,2024-08-09,Europe,Home & Kitchen,Vacuum Cleaner,6,106.39,5,606.42,Consumer,Google Pay,11,33.16,3.8
ORD-101029,2024-08-09,Middle East,Sports & Outdoors,Dumbbells,1,348.74,15,296.43,Consumer,Apple Pay,2,48.58,3.6
ORD-100571,2024-08-10,North America,Sports & Outdoors,Bike,7,109.91,0,769.37,Consumer,Google Pay,9,16.0,4.3
ORD-100886,2024-08-10,Asia Pacific,Electronics,Smartphone,2,212.91,0,425.82,Consumer,Google Pay,9,46.38,4.8
ORD-101332,2024-08-10,Europe,Books,Children's Book,6,27.87,0,167.22,Enterprise,Credit Card,8,6.82,3.7
ORD-101074,2024-08-10,Europe,Clothing,T-Shirt,4,30.23,0,120.92,Consumer,PayPal,10,46.15,4.7
ORD-100307,2024-08-10,Latin America,Home & Kitchen,Coffee Maker,7,434.62,15,2585.99,SMB,Google Pay,13,46.93,5.0
ORD-100775,2024-08-11,North America,Sports & Outdoors,Bike,7,102.37,20,573.27,Consumer,PayPal,1,16.55,5.0
ORD-101017,2024-08-11,Asia Pacific,Sports & Outdoors,Running Shoes,9,740.47,0,6664.23,Consumer,Bank Transfer,9,45.02,3.2
ORD-101418,2024-08-12,Latin America,Sports & Outdoors,Yoga Mat,2,326.11,5,619.61,Consumer,Google Pay,12,39.51,3.7
ORD-101746,2024-08-12,North America,Sports & Outdoors,Bike,6,97.46,10,526.28,SMB,Apple Pay,2,40.18,3.9
ORD-100391,2024-08-13,Europe,Electronics,Smartphone,2,860.04,0,1720.08,SMB,Google Pay,4,20.31,4.2
ORD-101121,2024-08-13,Latin America,Sports & Outdoors,Bike,6,429.56,0,2577.36,Consumer,Credit Card,9,11.57,3.5
ORD-101227,2024-08-13,Europe,Books,Children's Book,3,29.33,0,87.99,SMB,Google Pay,7,22.82,4.2
ORD-101519,2024-08-14,Asia Pacific,Home & Kitchen,Blender,9,388.74,0,3498.66,Consumer,PayPal,8,28.13,4.4
ORD-101919,2024-08-14,North America,Books,Biography,4,18.92,15,64.33,Consumer,Google Pay,12,19.09,5.0
ORD-101921,2024-08-15,Europe,Home & Kitchen,Vacuum Cleaner,10,448.9,10,4040.1,SMB,Bank Transfer,3,7.28,4.5
ORD-100660,2024-08-15,Europe,Home & Kitchen,Air Fryer,7,318.85,20,1785.56,SMB,Credit Card,2,18.66,4.6
ORD-100120,2024-08-16,Latin America,Sports & Outdoors,Tent,6,534.8,0,3208.8,Consumer,PayPal,6,30.28,4.8
ORD-101831,2024-08-16,Europe,Sports & Outdoors,Bike,7,41.15,5,273.65,Consumer,Google Pay,7,30.39,3.2
ORD-101477,2024-08-16,Asia Pacific,Sports & Outdoors,Yoga Mat,1,159.26,10,143.33,SMB,Credit Card,5,26.16,3.8
ORD-101924,2024-08-17,Latin America,Clothing,Jeans,7,88.7,0,620.9,Consumer,Bank Transfer,2,27.07,4.2
ORD-101259,2024-08-17,Asia Pacific,Sports & Outdoors,Yoga Mat,7,789.57,20,4421.59,SMB,PayPal,11,28.37,4.6
ORD-101949,2024-08-17,North America,Home & Kitchen,Microwave,1,202.77,0,202.77,SMB,Google Pay,5,33.38,4.8
ORD-101909,2024-08-17,Middle East,Sports & Outdoors,Yoga Mat,1,657.62,15,558.98,Enterprise,Credit Card,1,17.29,4.6
ORD-101938,2024-08-17,Asia Pacific,Books,Cookbook,7,22.53,0,157.71,SMB,Bank Transfer,4,7.77,3.8
ORD-101841,2024-08-18,North America,Sports & Outdoors,Dumbbells,3,219.01,20,525.62,Consumer,Apple Pay,6,44.8,4.2
ORD-100009,2024-08-19,Asia Pacific,Clothing,Dress,6,90.2,15,460.02,Consumer,Bank Transfer,11,6.02,3.9
ORD-101568,2024-08-19,North America,Electronics,Tablet,4,365.03,10,1314.11,Consumer,Credit Card,7,15.84,3.2
ORD-101225,2024-08-20,Latin America,Books,Non-Fiction,2,34.9,0,69.8,Enterprise,Google Pay,6,22.15,3.6
ORD-101517,2024-08-20,North America,Sports & Outdoors,Tent,6,740.85,0,4445.1,Enterprise,Bank Transfer,2,7.73,4.1
ORD-100450,2024-08-22,Asia Pacific,Home & Kitchen,Coffee Maker,4,352.23,20,1127.14,Consumer,Credit Card,12,34.37,4.9
ORD-100557,2024-08-22,Latin America,Home & Kitchen,Coffee Maker,7,238.29,10,1501.23,Consumer,Google Pay,3,21.38,4.4
ORD-101981,2024-08-22,North America,Sports & Outdoors,Dumbbells,1,555.41,20,444.33,SMB,Google Pay,3,21.08,5.0
ORD-100520,2024-08-23,Europe,Electronics,Camera,3,1823.52,15,4649.98,Consumer,Google Pay,11,15.63,3.6
ORD-100050,2024-08-24,Asia Pacific,Sports & Outdoors,Dumbbells,1,644.75,20,515.8,SMB,Google Pay,6,14.08,5.0
ORD-101061,2024-08-25,North America,Home & Kitchen,Air Fryer,3,199.43,0,598.29,Consumer,Apple Pay,5,18.84,4.9
ORD-101269,2024-08-26,Europe,Clothing,Jeans,7,141.32,0,989.24,Consumer,Credit Card,10,8.22,3.6
ORD-101024,2024-08-26,Latin America,Clothing,Hoodie,8,116.34,10,837.65,Enterprise,Bank Transfer,2,21.35,3.6
ORD-100589,2024-08-27,Latin America,Books,Cookbook,10,24.22,5,230.09,SMB,Bank Transfer,12,33.58,4.1
ORD-101173,2024-08-27,Europe,Books,Non-Fiction,4,11.78,0,47.12,Consumer,Apple Pay,3,26.64,2.5
ORD-100836,2024-08-27,North America,Sports & Outdoors,Tent,9,246.85,20,1777.32,Consumer,Google Pay,6,25.27,5.0
ORD-100389,2024-08-27,North America,Electronics,Smartwatch,1,383.21,0,383.21,Consumer,Google Pay,6,41.06,4.2
ORD-100250,2024-08-27,Europe,Books,Cookbook,10,33.07,0,330.7,Consumer,Bank Transfer,1,42.99,4.3
ORD-100695,2024-08-28,Europe,Books,Fiction,9,28.17,0,253.53,Consumer,Bank Transfer,11,44.49,4.7
ORD-101092,2024-08-28,North America,Books,Children's Book,4,14.61,15,49.67,Consumer,Bank Transfer,8,20.41,3.2
ORD-100720,2024-08-29,North America,Home & Kitchen,Blender,3,146.05,0,438.15,Consumer,Google Pay,9,12.05,3.4
ORD-101218,2024-08-29,Europe,Books,Children's Book,8,23.27,0,186.16,Consumer,PayPal,7,5.98,4.6
ORD-101158,2024-08-29,North America,Electronics,Tablet,10,304.45,20,2435.6,SMB,Bank Transfer,13,34.55,4.1
ORD-101928,2024-08-29,North America,Books,Children's Book,3,30.46,10,82.24,SMB,Google Pay,5,26.8,4.5
ORD-101051,2024-08-30,Europe,Clothing,Jeans,8,145.92,5,1108.99,SMB,Apple Pay,9,32.83,4.1
ORD-101972,2024-08-30,Latin America,Books,Cookbook,1,25.79,0,25.79,Enterprise,PayPal,1,46.36,5.0
ORD-100870,2024-08-30,Asia Pacific,Books,Biography,1,24.06,10,21.65,Consumer,Apple Pay,10,9.34,4.2
ORD-100992,2024-08-31,North America,Electronics,Smartphone,9,1895.42,10,15352.9,Enterprise,Credit Card,7,47.85,4.1
ORD-100263,2024-08-31,North America,Clothing,Jacket,7,49.36,0,345.52,Consumer,PayPal,9,20.54,3.9
ORD-101882,2024-08-31,Europe,Home & Kitchen,Vacuum Cleaner,6,65.78,0,394.68,Consumer,Google Pay,3,33.53,3.8
ORD-101488,2024-09-01,Asia Pacific,Books,Children's Book,3,12.91,0,38.73,Consumer,Credit Card,9,19.22,3.6
ORD-101575,2024-09-02,Europe,Sports & Outdoors,Dumbbells,3,210.13,5,598.87,SMB,Credit Card,13,25.33,4.2
ORD-101109,2024-09-02,North America,Home & Kitchen,Blender,7,285.06,5,1895.65,Consumer,PayPal,13,41.05,4.1
ORD-101664,2024-09-02,North America,Clothing,Hoodie,5,125.34,20,501.36,Consumer,Bank Transfer,6,19.35,3.6
ORD-100988,2024-09-03,North America,Electronics,Smartphone,8,1897.66,20,12145.02,Consumer,Google Pay,1,34.51,4.7
ORD-100470,2024-09-04,North America,Clothing,Dress,2,81.87,15,139.18,SMB,Credit Card,13,46.84,4.4
ORD-100365,2024-09-04,Europe,Home & Kitchen,Vacuum Cleaner,1,338.53,5,321.6,Consumer,Apple Pay,9,17.28,4.2
ORD-100569,2024-09-04,North America,Electronics,Headphones,7,445.89,15,2653.05,SMB,Credit Card,11,8.9,4.3
ORD-100047,2024-09-04,Latin America,Books,Biography,4,10.99,20,35.17,Consumer,Apple Pay,11,49.96,4.8
ORD-100407,2024-09-04,Europe,Books,Children's Book,5,19.86,5,94.34,Consumer,PayPal,8,42.2,3.9
ORD-100163,2024-09-04,North America,Home & Kitchen,Coffee Maker,7,469.86,15,2795.67,Consumer,Credit Card,11,29.07,4.6
ORD-101761,2024-09-04,Middle East,Clothing,Jacket,9,38.16,0,343.44,Consumer,PayPal,6,18.7,4.1
ORD-101819,2024-09-05,Europe,Books,Fiction,3,24.02,20,57.65,Enterprise,Google Pay,3,46.76,4.6
ORD-101013,2024-09-05,Europe,Home & Kitchen,Air Fryer,3,436.39,5,1243.71,Consumer,Google Pay,9,26.54,5.0
ORD-100018,2024-09-05,Asia Pacific,Clothing,Jeans,1,105.75,0,105.75,SMB,PayPal,5,46.22,4.1
